username,userid,profile_location,created_at,text,retweet_count,source,coordinates
The Century Foundation,17594077,New York,2008-11-24 15:52:43,"@EvermoreMichele @AnnieReporter Wondering how well UI functions in your state?
You can use our Unemployment Insuran… https://t.co/JSQawd8BTG",0,Twitter Web App,
EddieMc,3834066023,"New York, USA",2015-10-01 14:05:28,NonUnion Construction contractors skipping out on paying workers compensation premiums and unemployment insurance c… https://t.co/plc8PhE397,2,Twitter for iPhone,
shell sheddy,720634976,new york city,2012-07-27 18:26:49,"@BrianLehrer @samquinones7 @SenGillibrand @CommissBratton @TheRevAl Good to hear @SenGillibrand--
Any suggestion or… https://t.co/hyp0QnVabW",0,Twitter for Android,
The Century Foundation,17594077,New York,2008-11-24 15:52:43,"""As soon as you leave your job, you should be on your way to the unemployment insurance office.""

As layoffs pick u… https://t.co/wNm18l6pEr",1,Twitter Web App,
Richard Payne Jr,1862531156,New York City,2013-09-14 03:27:21,Is this for people going back to work or unemployment benefits ? https://t.co/v2xYdIIrhb,0,Twitter for iPhone,
Tag Bkny,898000727632736257,"New York, NY",2017-08-17 01:57:12,@healthbyjames People get/got  vaccinated against unemployment. It sure doesn’t stop disease.,0,Twitter for iPhone,
eric schwartau,64886982,New York,2009-08-12 01:04:58,"“I’m excited to start this new chapter” 
- an american filing for unemployment",0,Twitter for iPhone,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,Typically you'd expect to see a little more wage pressure in an economy with an unemployment rate that is at 50 yea… https://t.co/LezlWEVyfw,2,Twitter Web App,
SBA Atlantic (Region II),216741866,"New York, NY",2010-11-17 15:56:59,"Our unemployment rate remained historically low at 3.5%. Approximately, 223,000 jobs were created in the last month… https://t.co/cXUsjsDChs",1,Twitter Web App,
Lew Nganjie,1135474885743058944,"New York, USA",2019-06-03 09:14:43,"@MarioNawfal For there to be an equilibrium, visa restrictions must be dropped, so people from countries with overp… https://t.co/jcPP3g9Lty",0,Twitter for iPhone,
Oglethorpe,469454996,"New York, USA",2012-01-20 16:23:56,"@unusual_whales Early signs? Being lied to, they see what’s coming. CC usage is thru the roof at rates consumers ca… https://t.co/jxxu5p7DJa",1,Twitter for iPhone,
Jennifer Way,21451471,"Jersey City, NJ",2009-02-21 00:48:12,"Feel like I've gotten whiplash from the media flipping from ""low unemployment/companies can't fill roles/no one wan… https://t.co/S9rMqRDsTp",0,Twitter Web App,
pyramus.eth,1536110516032118788,NYC,2022-06-12 22:17:48,@NLRG_it This would be horrible for people and would make unemployment skyrocket. We are already set to face issues… https://t.co/FaBObrQOFG,1,Twitter for Android,
Hank StuckinNYC 🥶🧾,4829576649,NYC,2016-01-20 13:28:34,@halex95192286 @ClaireM1096 @WatchTimTweet @FoxNews And I never inserted myself in the convo.  You asked for govt e… https://t.co/VwUvMXOFVb,0,Twitter for iPad,
Ali Mirza,4827884902,"New York, NY",2016-01-19 22:29:04,"The corupt rich get richer &amp; more corrupt while the poor folks commit suicide from unemployment, hunger and homeles… https://t.co/yU2j28JuJY",0,Twitter for Android,
William Samedy,1054828353625165825,"New York, USA",2018-10-23 20:14:12,"4/ On the other hand, countries with lower levels of competitiveness like #Portugal, #Italy, #Greece, and #Spain, h… https://t.co/s6AZxgGhGD",0,Twitter for iPhone,
MuFF,1594067779094822915,NYC ,2022-11-19 20:39:40,@kchamp06 Get on that UNEMPLOYMENT LINE WITH YOUR PEOPLE,0,Twitter Web App,
Reputation Guards,1615934587510685697,new york,2023-01-19 04:52:23,"8 Types of Unemployment: Understanding Each Type

Unemployment also has implications for families, employers, and t… https://t.co/K8xFZwM4BW",0,LinkedIn,
Reputation Guards,1615934587510685697,new york,2023-01-19 04:52:23,"8 Types of Unemployment: Understanding Each Type

Unemployment also has implications for families, employers, and t… https://t.co/QjnyKTgbvB",0,Twitter Web App,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Iceland decreased to 3.30 percent in December from 4.60 percent in November of 2022.… https://t.co/W7RVr9Yks2,0,Trading Economics,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Poland increased to 5.20 percent in December from 5.10 percent in November of 2022.… https://t.co/Bfkq49JlTc,0,Trading Economics,
Ramesh Shah(easyshah),90238451,New York City,2009-11-15 20:17:08,"Poverty and unemployment rise Because of unprofessional Indian  Politicians Policy,
https://t.co/dfa8EpVATl",0,Twitter for Android,
malcom govender,57370193,"New York, NY",2009-07-16 16:08:14,"@Thabo_Tshaba @TimesLIVE South Africans deserve unemployment, load shedding and everything else we getting. Keep vo… https://t.co/YK4mFNYwRp",0,Twitter for iPhone,
TheStreet,15281391,"New York, NY",2008-06-30 19:12:38,"“Over the course of the last 2 months, credit conditions have eased, and that’s frustrating for the Fed,”… https://t.co/pGrDUBI6Ic",2,SocialFlow,
Deadfront,1532575551445209104,"New York, USA",2022-06-03 04:11:12,@MadScientistFF Could i get fired instead so I can collect unemployment?,0,Twitter for Android,
gabriel “ricdrip” 🧑‍🎤,802885127193919488,"New York, NY",2016-11-27 14:41:46,"@nateaachino @hermesloll @donovin_x3 crazy cause i dead was at school, work, and the gym today so idk where this unemployment coming from 🤔",0,Twitter for iPhone,
Admiral Snaccbar 🐙,802818816,"New York, NY",2012-09-04 17:10:50,Unemployment has my boyfriend treating me like a house boy 😒 if you see me around the house in just a jockstrap it is under duress!!,3,Twitter for iPhone,
Law360,23448455,New York,2009-03-09 15:34:54,A judge has given initial approval to a $20 million settlement between Michigan's unemployment agency and a class o… https://t.co/ci7BOUGmfE,0,Hootsuite Inc.,
Alexis Goncalves,96049386,"New York, USA",2009-12-11 03:40:15,"4/10 Many jobs have been replaced by AI, leading to widespread unemployment and social unrest. #unemployment",0,Twitter Web App,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,@LanceRoberts @MacrobondF @RealInvAdvice @SoberLook The main reason why unemployment is at secular lows is that the… https://t.co/54HPXm6MqM,4,Twitter for iPhone,
Alexis Goncalves,96049386,"New York, USA",2009-12-11 03:40:15,@zerohedge Your article implies that Lula's actions will inevitably lead to negative consequences for the 🇧🇷 econom… https://t.co/REZL5DJwLX,0,Twitter Web App,
Hank StuckinNYC 🥶🧾,4829576649,NYC,2016-01-20 13:28:34,"@halex95192286 @ClaireM1096 @WatchTimTweet @FoxNews And again, give up your job, benefits, no unemployment, is a pr… https://t.co/P3zNVdZYCE",0,Twitter for iPad,
Isha,1328821992213028865,"New York City, New York",2020-11-17 22:07:16,@s13rw81xt5 @dipanjan26 @AudaciousQuest_ I don’t agree with this. Too much unemployment and more importantly undere… https://t.co/OKj67hkyxR,0,Twitter for iPhone,
Jack Trader,51856343,NYC,2009-06-28 21:52:25,@RickRollup @garyblack00 @elonmusk It’s more nuanced than that. They need unemployment to rise + wage inflation to fall.,0,Twitter for iPhone,
Jenn,23684679,New York,2009-03-10 23:51:26,What the hell is she going to do with $500 a week?? No you cannot have unemployment.. https://t.co/vloEwpNs3I,0,Twitter Web App,
John,98028759,New York,2009-12-20 02:26:14,@tim_niemeyer_ @BitcoinMagazine @dergigi @saylor Maybe onlookers see big picture from afar &amp; passengers have blind… https://t.co/ojJiag3AQF,0,Twitter for iPhone,
The Intercept,2329066872,"New York, NY",2014-02-05 16:49:01,Janet Yellen’s 1996 memo was an attempt to provide intellectual support for then-Fed Chair Alan Greenspan’s belief… https://t.co/aSUT9x5BEw,14,SocialFlow,
Daniel Youssef,32316531,"New York, NY",2009-04-17 05:10:49,While I understand the reasoning behind the Fed's efforts to increase unemployment and the belief that stagnant wag… https://t.co/I2O7ACRknS,0,Twitter Web App,
Redoudou,376410096,"New York, NY",2011-09-19 20:53:34,@dabit3 Knowing where you come from and appreciating what you have is key. I've met incredibly resilient and gratef… https://t.co/dRVCYnEgzY,0,Twitter for iPhone,
Woke Jesus,253110749,NYC,2011-02-16 15:40:51,"On Thurs a 3% positive GDP report for Q4 2022 to go with a good Q3
Unemployment is near 50 yr low
Stock Market stil… https://t.co/RWjTZzAB09",0,Twitter for Android,
The Lone Apple🍎,341636436,NYC,2011-07-24 18:09:13,@Laurie_Garrett @washingtonpost So companies purposely trying to cause unemployment to spike so they can pay people less.,0,Twitter for Android,
Selena,40790013,New York,2009-05-18 02:11:54,"@Leo_2_NYC If Lisa Rinna sold 2 pairs of shoes, she would get the equivalent of  monthly unemployment benefits. Wil… https://t.co/HIg4McJIXf",0,Twitter for iPhone,
shoshana wodinsky (she/her) is looking for work!,2908572178,11222,2014-12-07 00:20:53,"i mean i probably am (see: my recent unemployment), but at least i now know there’s a purpose for this kind of work. maybe. i think? idk 🤪",2,Twitter for iPhone,
DealBook,16955517,"New York, NY",2008-10-24 19:47:47,Tech companies are shedding employees and cutting back even as the larger U.S. economy chugs along with a low unemp… https://t.co/D7JCLGP2Gf,0,SocialFlow,
Rey,3037375433,NYC,2015-02-14 19:04:48,@Leo_2_NYC This is hilarious. Yes it's a joke but the funny thing is I could totally see her actually applying for… https://t.co/JdzoTgDXIZ,0,Twitter for Android,
Tony D'Agostino,394824068,"New York, NY",2011-10-20 17:46:10,@sun_conure @neilcain1234 @Leo_2_NYC Gag!!!! I don’t remember. But it’s like a couple of hundred max. Like maybe a… https://t.co/S8flxHUsOI,0,Twitter for iPhone,
Sam Dee,2693208949,NYC,2014-07-30 15:17:25,@MiataMike @RonFilipkowski Greg is searching for the nearest unemployment office,0,Twitter for Android,
MishyMish626,1435683771047677967,"New York, NY",2021-09-08 19:18:00,@Leo_2_NYC LISA RINNA WAS ACTUALLY EXPECTING UNEMPLOYMENT BENEFITS???  She applied???? She dont need that money. Fa… https://t.co/WbIhRfo3f1,0,Twitter for Android,
Brownfield Capital,1308182666987085825,"New York, NY",2020-09-21 23:13:58,@Mr_Derivatives ITS NOT A BEAR MARKET! It’s a correction!!! Bear market starts when unemployment begins to rise.,0,Twitter for iPhone,
Ernesto Maldonado,1593245960,"New York, USA",2013-07-14 12:07:15,@Milt1959 @SUBRATA30016572 Did you forget that when President Trump was in office this country had the lowest unemp… https://t.co/Q8z6rD29Ms,1,Twitter for Android,
Andrew Davidson,1080949350308737025,"Manhattan, NY",2019-01-03 22:09:42,Baseline forecast assumes 5% unemployment in Q4 2023. @CapitalOne #q4earnings,0,Twitter Web App,
Jason Cone,14950946,New York,2008-05-30 02:50:35,"New York’s maximum unemployment insurance benefit is below the federal poverty level for a family of three – this,… https://t.co/LjgoSh58ru",1,Twitter Web App,
Jason Cone,14950946,New York,2008-05-30 02:50:35,Commentary: A fraud crackdown won’t fix unemployment insurance  https://t.co/WoRqc7wyXy via @TimesUnion,0,Twitter Web App,
Dr. Peter J Clark,1385812021703290881,London and New York,2021-04-24 04:26:10,@TheRickWilson Pompeo just relegated himself to permanent unemployment https://t.co/AjSCBKtMXE,0,Twitter for iPhone,
nim chimpsky,1549793810,"Manhattan, NY",2013-06-27 04:57:36,“lower unemployment benefits or decreased unionization could similarly result in a decline in workers’ bargaining p… https://t.co/zcv0sqYyfF,0,Twitter for iPhone,
melina white,86245230,,2009-10-30 05:13:29,"@PhilMurphy if it's not unemployment or MVC , it's another State agency incapable of handling operations while cons… https://t.co/Sp75SURDbT",0,Twitter for Android,
Sully,31693522,California/New York,2009-04-16 08:25:03,@botticellibimbo Like they say...when unemployment goes up the price of 😮 goes down!,0,Twitter Web App,
WJCNY #FundExcludedWorkers,829798719981752321,"New York, USA",2017-02-09 21:06:46,WJCNY is fighting to increase the NYS minimum wage and create a state-funded Unemployment Bridge Program to provide… https://t.co/t6SFJwXJsU,0,Hootsuite Inc.,
Dr. B,1609693384649621505,NYC,2023-01-01 23:30:02,"@SpiroAgnewGhost 1. Unemployment hit over 13% while you were in office, Donald
2. You had a net loss of 3 million j… https://t.co/rBItgopEVj",0,Twitter Web App,
All BILLS All DAY,978066889388838912,"New York, USA",2018-03-26 00:31:32,How about we move Frazier to unemployment and then go from there https://t.co/38BhZBd9zA,0,Twitter for iPhone,
Butiness Jess,711541673872986112,New York,2016-03-20 13:15:29,"@business 

""What a great way to bring down unemployment figures!""",0,Make (formerly Integromat),
Your Fave's Fave 🇵🇷,40579434,New York,2009-05-17 01:08:09,"""unemployment is low!"" https://t.co/9d0GINmzXh",0,Twitter Web App,
Jonathan Greenberg,874258472,"New York, NY",2012-10-11 20:16:13,Except reducing unemployment. And the federal deficit. And job growth. And bringing unemployment under that of ever… https://t.co/KDckdUksC9,2,Twitter Web App,
Just Have Fun,1201165860007817218,"New York, USA",2019-12-01 15:47:22,"@joncoopertweets No. Why?
If he was the neighbor, I'd bet actual money that the house in question is dirt cheap, th… https://t.co/nUM6XOvbtF",0,Twitter Web App,
Logan Keen,1592783372950044673,"New York, USA",2022-11-16 07:35:32,@WalkerBragman Our governments top respond to covid was ensuring employers like @McDonalds couldn’t get sued by the… https://t.co/CsaHr7bG8l,0,Twitter for iPhone,
pitola809,248634843,"New Jersey, USA",2011-02-07 12:14:05,Phases of Unemployment Fraud After COVID-19 | Thomson Reuters https://t.co/6U5SeKtPbc,0,Twitter for iPhone,
The Epoch Times,29097819,"New York, USA",2009-04-05 23:54:55,.@RepJasonSmith is calling for an investigation into the “historic theft of taxpayer dollars from COVID-era unemplo… https://t.co/ediJY4WEML,23,Twitter Web App,
Viper Dante Brandolini,301852265,New York City,2011-05-20 05:23:48,"Why Big Tech’s Jobs Bubble Burst. Plus, SBF’s Scandal Deepens.  https://t.co/Co4XZamOQ7 via @ringer",0,Twitter Web App,
paralegal proud,1324851002701418498,"New York, USA",2020-11-06 23:08:00,Please sign this petition to have @loblawco investigated. Record profits while unemployment skyrocketed during the… https://t.co/oNrERjFSxA,0,Twitter for iPhone,
The Intercept,2329066872,"New York, NY",2014-02-05 16:49:01,"In confidential memo, Treasury Secretary Janet Yellen celebrated unemployment as a “worker-discipline device”… https://t.co/EJQ2V5POoQ",270,SocialFlow,
Janon Fisher,47701892,"New York, NY",2009-06-16 18:32:08,"The Bronx unemployment rate was 7.5% in Dec, two points above the citywide rate. It was .2% higher in Dec. than in… https://t.co/LFdH8cWsmi",0,TweetDeck,
Stephen Miran,971518117041106944,New York,2018-03-07 22:49:03,"As Walmart raising its wages 17% shows, the dangers of a price-wage spiral are lurking. If NGDP reaccelerates on lo… https://t.co/ulECkS221m",4,Twitter Web App,
jennfoo,364659290,Houston and NYC,2011-08-30 03:31:15,@Spotify The unemployment line,0,Twitter for iPhone,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Uruguay increased to 7.90 percent in December from 7.80 percent in November of 2022.… https://t.co/OLZab0U92n,1,Trading Economics,
Rick Telberg,19028281,"New York, USA",2009-01-15 16:50:36,From @TheHill: Pandemic jobless benefits fraud may have topped $60 billion: watchdog: Unemployment fraud from pande… https://t.co/oz0aCAAJv8,1,dlvr.it,
NYT Business,1754641,"New York, NY",2007-03-21 14:49:39,Tech companies are shedding employees and cutting back even as the larger U.S. economy chugs along with a low unemp… https://t.co/BgDS72E4sa,1,SocialFlow,
Evan,929350720888999937,"New York, NY",2017-11-11 14:10:53,He was one of if not the worst POTUS. Called our military suckers &amp; losers. Record unemployment numbers &amp; job losse… https://t.co/3YA6Wi87Mk,19,Twitter for iPhone,
Ann-Marie Wilcock,22989074,"New York, NY",2009-03-05 22:20:36,"""...with such extreme levels of low learning, countries face a perfect storm for underachievement, unemployment and… https://t.co/jswmOdjAob",1,Twitter Web App,
TheStreet,15281391,"New York, NY",2008-06-30 19:12:38,"“Over the course of the last 2 months, credit conditions have eased, and that’s frustrating for the Fed,”… https://t.co/27cRfNwtkZ",1,Twitter Media Studio - LiveCut,
PassedPawn.eth,1126265126481473536,"New York, NY",2019-05-08 23:18:25,"Consumer sentiment has increased dramatically. A lot of that can be attributed to the stock market, but also lower… https://t.co/2qsPbyJ5Ze",0,Twitter Web App,
Dan B,4237227388,New York,2015-11-20 20:46:55,"@regularguyguns @ChuckMonsanto @2aHistory That's part of it.  Unemployment, poverty, single-parent homes. All of th… https://t.co/kfKt60tRFn",0,Twitter Web App,
National Mortgage News,28361130,New York,2009-04-02 15:48:41,"“MBA is forecasting for the unemployment rate to reach 5.2% in the second half of 2023, up from its current level o… https://t.co/tZEaAYuCyl",0,SocialFlow,
Tim We'll See,106294801,"New York, USA",2010-01-19 03:05:11,I've learned that people have mixed reactions to me cracking jokes about my fresh unemployment. Am I just supposed… https://t.co/qEX7tDdOAa,0,Twitter for Android,
Yahoo Finance,19546277,"New York, NY",2009-01-26 17:44:44,"Fed officials “want to see a significant dent to labor market demands, to crush job openings without causing a sign… https://t.co/EhmRHjw43V",16,Twitter Media Studio - LiveCut,
Butiness Jess,711541673872986112,New York,2016-03-20 13:15:29,"@business 

Great, I guess that means I can look forward to more unemployment and poverty!",0,Make (formerly Integromat),
Ferik,194989479,New York City,2010-09-25 14:20:56,"@NorthmanTrader Yet, still no dent made on Jobless claims numbers or unemployment rate. Because, notwithstanding go… https://t.co/BnzeJNMeEI",0,Twitter for Android,
Hope Frank MacDonald,104690229,"New York, NY",2010-01-14 02:54:04,"It’s impossible. So thankful I’m not relying on this money to get by, but still *want* the #unemployment I’m owed &amp;… https://t.co/vUf8AcVtpw",0,Twitter for iPhone,
Brownfield Capital,1308182666987085825,"New York, NY",2020-09-21 23:13:58,@michaeljburry Maybe..but in December 2001 unemployment was already rising fast and the fed was cutting rates on th… https://t.co/ocDgVOJ7yV,0,Twitter for iPhone,
Rick Zullo,602011257,"New York, NY",2012-06-07 14:45:21,@TurnerNovak Unemployment in the VC market will exceed the national average,0,Twitter for iPhone,
Penelope,969611717419429889,"New York, USA",2018-03-02 16:33:42,@ThatOtherGuy716 @thurman34thomas @MemBill_14 @stefondiggs Except if we behaved that way at our jobs we would be on unemployment,0,Twitter for iPhone,
Generis Global,1097410040389079045,New York,2019-02-18 08:18:37,"How to Pay Unemployment Insurance for District of Columbia Employees https://t.co/f5BStEcBLU

#lawfirm #lawfirmlife… https://t.co/waXjK2CNE7",0,IFTTT,
Westwood Tax,77099858,New York City,2009-09-25 01:32:44,Americans who paid too much taxes on unemployment benefits might be able to get some of that money back https://t.co/si8uqqVKtq,0,Twittimer,
Samuel Giordano,791717161127571456,"New York, USA",2016-10-27 19:04:15,Should also add not limited to QA. I want to learn and grow in the field. Very interested in Design but probably la… https://t.co/UDKG0uQag2,0,Twitter for iPhone,
Oglethorpe,469454996,"New York, USA",2012-01-20 16:23:56,"@BarrySux Was hoping for more concrete policy results:
No war - still aren’t in one
Inflation - argue its partially… https://t.co/THFZWb9X59",0,Twitter for iPhone,
𝑩𝒆𝒍𝒍𝒂𝑩𝒆𝒊𝒈𝒏𝒆𝒕 🧁✨,3194690378,"New York, NY",2015-05-13 20:53:48,"@oneoakdutch @Meenuhhh_ You only qualify for unemployment when you are let go/fired by the company, not you leaving… https://t.co/L77dVMjVFj",0,Twitter for iPhone,
Sean Hannity,41634520,"New York, USA",2009-05-21 17:41:12,Florida Unemployment Rate Drops To 2.5% As Red States’ Economies Continue To Outperform Blue States https://t.co/wrfVVsjb1t,266,SocialFlow,
Mohammad Mehdi MohammadiZadeh,1167411927586430977,"New York, NY",2019-08-30 12:21:36,"…unemployment so that together we can build a better America, Join me to build a better, stronger, safer, prosperou… https://t.co/Q0gpcS1h5m",0,Twitter for iPhone,
Richard M Caruso,971967083687784448,New York,2018-03-09 04:33:05,"Fraudulent Lockdown-Era Unemployment Payments Amount To Over $60 Billion, Government Watchdog Says
 https://t.co/VmT4IKzdyk",0,Twitter for Android,
Bruce Collins,29497691,New York City,2009-04-07 17:38:29,"@GOP Low unemployment, declining inflation and more #guns less freedom for women,. Nazi-bookburners in #FLA and #Missouri",0,Twitter for Android,
Nishat,1084489713845719041,"Queens, NYC",2019-01-13 16:37:51,"I just need to know what level of unemployment, isolation, and lack-of-touching-grass-ism leads a person to investi… https://t.co/nfDuzTZALM",0,Twitter Web App,
Richard M Caruso,971967083687784448,New York,2018-03-09 04:33:05,Lack of Oversight Led to Rampant Fraud of Covid-Era Unemployment Program. Fraudulent Payments May Amount To $160 to… https://t.co/b2uboxqJ65,0,Twitter for Android,
"Ashley M. Gjøvik, JD",1374435454343254017,"New York, USA",2021-03-23 18:58:46,"Me v Apple
-I lost my unemployment case, but won the appeal
-Lost a gag order against me, but I won the appeal
-I m… https://t.co/IoEHrpblYn",3,Twitter Web App,
Anthony Smith,1089707724324118534,New York City,2019-01-28 02:12:22,"@tiffany_caban @SecureJobsNYC Now that we have 40k new illegal migrants in nyc, the threat of unemployment for the… https://t.co/uO2d44waO1",0,Twitter for Android,
Laura,1494426055653928964,"New York, NY",2022-02-17 21:38:54,"@Jim_Jordan The broader labor market has continued to add jobs, but growth has slowed. Employers added 223,000 jobs… https://t.co/S5hy0ZHShl",1,Twitter for iPhone,
Mr Perelandra,1604660361948499971,"New York, USA",2022-12-19 02:10:35,"During Jan 2020, I found out that I did not get the job offer after my internship. I belonged to a group with a hig… https://t.co/sSeWzYBBCB",0,Twitter for iPhone,
Syntax-Error565,251682775,"New York, USA",2011-02-13 16:58:21,@PapiTrumpo Yes!!! 10% unemployment and no one was driving!,0,Twitter for iPhone,
HereICOme 🇺🇲,1386340706629861383,"New York, USA",2021-04-25 15:26:06,"@CarlitosAngel @SKC_duke_city @GeorgePapa19 Took out ISIS, lowest unemployment in recorded history, refused to enri… https://t.co/Ox7WlxJBqA",0,Twitter for Android,
Ramesh Shah(easyshah),90238451,New York City,2009-11-15 20:17:08,"solution for End Poverty, Unemployment  Unprofessional Politician Policy YouTube  easyshah_61, 51, 52 Development,… https://t.co/FlZbANcr5c",0,Twitter Web App,
FORTUNE,25053299,New York,2009-03-18 10:23:54,Conclusions bolster hopes that Fed rate hikes can curb high inflation without causing millions of Americans to lose… https://t.co/EVuFF36OCD,1,SocialFlow,
All Tea All Shade,1075449972257107969,"New York, NY",2018-12-19 17:57:09,Chrome Hearts Crooks! Pandemic unemployment benefits fraud likely tops $60 billing. House GOP to start investigatin… https://t.co/SYfP4UJjGK,0,Twitter for iPhone,
K.Lo,785746748,"Jersey City, NJ",2012-08-27 23:52:40,"@SenateGOP Lowest unemployment rate in decades.  Respected once again on the world stage, after the orange laughing… https://t.co/8aqjV2V2jR",0,Twitter Web App,
Brownfield Capital,1308182666987085825,"New York, NY",2020-09-21 23:13:58,@Mr_Derivatives Fake breakout to 4300. Then shit hits the fan as earnings decline for real and unemployment shoots higher,0,Twitter for iPhone,
Dr. B,1609693384649621505,NYC,2023-01-01 23:30:02,"@kimguilfoyle Over 11 million jobs added
3.5% unemployment
Cut Trump inherited deficit in half
Passed infrastructur… https://t.co/jJqbVq4E8r",0,Twitter Web App,
creativetype • Pinar Lacroix 🤗,778326316269600770,"New York, USA",2016-09-20 20:13:49,Malicious and bad people will not get away with it. @CNN the #unemployment office still owes me though… when will t… https://t.co/1AY9Pe5aWU,0,Twitter for iPhone,
Billionaireclubcollc.com,980467278385958912,"New York, USA",2018-04-01 15:29:50,Pandemic unemployment benefits fraud likely tops $60 billing. House GOP to start investigating next week… https://t.co/vGk6TYvLYn,0,Twitter Web App,
lennysprinter2.0,1192988528872972289,"Manhattan, NY",2019-11-09 02:13:32,The Horror #Lennystinks https://t.co/8NPR760koI,0,Twitter for iPhone,
CNYCentral,20629645,Central New York,2009-02-11 21:24:27,"President Joe Biden’s net approval rating is 44%, an improvement from 40% in October. https://t.co/MF2tlZdqIm",1,TweetDeck,
Newscast Now,4474739308,New York,2015-12-13 22:25:55,@FiggyBiscuits @ggreenwald @sullydish 'Left is Right.' Standard Republican obfuscation. Republicans still oppose na… https://t.co/TAVN7tzKOy,0,Twitter Web App,
matt,2785011443,nyc,2014-09-26 05:57:12,the green m&amp;m showing up to the unemployment office tomorrow https://t.co/jzL4DDKeqc,8350,Twitter for iPhone,
Jonathan Greenberg,874258472,"New York, NY",2012-10-11 20:16:13,@GOP Except reducing unemployment. And the federal deficit. And job growth. And bringing unemployment under that of… https://t.co/GMpZBdyHDE,2,Twitter Web App,
Jareth McKeighan,1505732651067625475,"New York, USA",2022-03-21 02:27:07,@Lubchansky Especially considering the wash of clips of these same Davos style CEOs saying they needed a rise in un… https://t.co/eP80oKfM5R,0,Twitter for Android,
FullCount32,1419016649311727618,New York ,2021-07-24 19:28:50,@MadGlab He can learn things on the unemployment line!,1,Twitter Web App,
Jan J. J. Groen,1131576342175264768,New York City,2019-05-23 15:03:18,"We unemployment rate to rise to 4.7% in 2023 and 5.5% in 2024 owing to a recession. Low LFPR will mute the UR rise,… https://t.co/fivtn5fa4b",0,Twitter Web App,
Evan Matthew Cobb,153274309,"New York, NY",2010-06-08 03:40:21,"@tracilawson during my 2022 unemployment I had to mail forms and then mail checks every month, not a single bit of… https://t.co/KkHVy2zTkn",0,Twitter Web App,
Mohammad Mehdi MohammadiZadeh,1167411927586430977,"New York, NY",2019-08-30 12:21:36,"…the dawn of the hope of a better America for all the nation, Ahead of creating a fundamental change and transforma… https://t.co/PgA24gw7St",0,Twitter for iPhone,
ErikaH,1512222165516566532,"New York, USA",2022-04-08 00:14:24,"@alx @elonmusk @disclosetv 😂 I wasn’t expecting this specialist in disinformation dissemination! CNN, the View, the… https://t.co/ejDvtA8gnn",0,Twitter for iPhone,
Andrew M.,824435160355655680,"New York, USA",2017-01-26 01:53:54,"@MayraFlores2022 @elonmusk It’s all planned, to hurt a lot of working class folks, then in 20 months they’ll get re… https://t.co/eMxfdYx1n2",0,Twitter for iPhone,
Knewz,1184120888452628482,New York City,2019-10-15 14:56:58,"A Maryland man is accused of applying for fraudulent PPP loans and unemployment from a halfway house, the DA says. https://t.co/PHwnkqVXWg",0,Hootsuite Inc.,
Rachel Bruce,555652399,New York,2012-04-17 03:52:17,Can M&amp;Ms get unemployment? https://t.co/CSaaivFJxT,1,Twitter Web App,
NYT Business,1754641,"New York, NY",2007-03-21 14:49:39,Tech companies are shedding employees and cutting back even as the larger U.S. economy chugs along with a low unemp… https://t.co/8CKI8WaFUN,0,SocialFlow,
Matt Macellaio,27738259,NYC,2009-03-30 21:49:01,@Lubchansky They wanted to satisfy their Fed daddy Powell by giving him the higher unemployment he'd been begging f… https://t.co/LQHrVYsl6r,13,Twitter for Android,
manu kansara,1380885723818119172,"Jersey City, NJ",2021-04-10 14:10:23,@AMIT_GUJJU @RahulGandhi You are products of unemployment for sure,0,Twitter for iPhone,
Steve Rose,1012197294702321665,"New York, USA",2018-06-28 04:53:35,@pamfoster69 @DomainJulian GOP Party is also wrecking US economy by making sure Jerome Powell continually raises in… https://t.co/6ljwx7CYjz,0,Twitter Web App,
Mike Bocchetti,1465746615692673024,"New York, NY",2021-11-30 18:17:01,@jaxcooksit Seen your unemployment post you may have to go in person I so so hated it was on it in 2014,0,Twitter for iPhone,
JPSartre,1493925451705815044,,2022-02-16 12:29:31,"@thejefflutz It’s rallying on their incompetence of crash landing + stimulus 

People are buying the consumer / une… https://t.co/l67bK6Jrdu",0,Twitter for iPhone,
Prosperum Capital,849450301396594693,"New York, NY",2017-04-05 02:35:08,"As layoffs pick up, here's what workers need to know about filing for unemployment benefits https://t.co/lV2PESRbZp https://t.co/l5j4xGc3mc",0,dlvr.it,
bio_econ,1087068775189540864,"New York, NY",2019-01-20 19:26:07,@BradHuston ~ unemployment rate still very low. jolts data still encouraging.,0,Twitter Web App,
uh ponk,15392618,New York City,2008-07-11 15:35:22,@Chris_Mench Me every day of unemployment before bingeing TV,0,Twitter for iPhone,
Admiral Snaccbar 🐙,802818816,"New York, NY",2012-09-04 17:10:50,I will be focusing 100% of my unemployment time on getting bigger pecs.,0,Twitter for iPhone,
Anthony Collado,215187287,New York,2010-11-13 06:38:20,@lifebydesign22 @DnDMovie Tell me about the scenario where Hasbro is on the unemployment line waiting for government cheese.,0,Twitter Web App,
